case_id,case_class,query,representation,artifact_source,support_mode,answer,gold_answer,verdict,witness,work,bound,provenance_units,gold_units,runtime_ms,note
audit_12,released,B3,a2c,coordinator,adapter_exact,"[[""r1:A"", ""fires""], [""r2:B"", ""fires""]]","[[""r1:A"", ""fires""], [""r2:B"", ""fires""]]",correct,unknown,2,unbounded,unknown,2,60.06,
audit_12,released,B4,a2c,coordinator,adapter_exact,True,True,correct,0,1088,unbounded,unknown,2,22.36,
audit_12,released,B5,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,2,2,22.46,consistent; no conflict
audit_12,released,B6,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,2,2,22.2,already feasible
audit_12,released,B8,a2c,coordinator,adapter_exact,"[0, 0]","[0, 0]",correct,unknown,2,unbounded,2,2,9.12,
audit_12,released,B1,a3,authored,bounded_only,True,True,correct,[],1,len<=6,unknown,2,0.01,
audit_12,released,B2,a3,authored,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
audit_12,released,B3,a3,authored,bounded_only,"[[""r1:A"", ""fires""], [""r2:B"", ""fires""]]","[[""r1:A"", ""fires""], [""r2:B"", ""fires""]]",correct,unknown,118,len<=6,unknown,2,0.1,
audit_12,released,B4,a3,authored,bounded_only,True,True,correct,0,1,moves<=8,unknown,2,0.0,
audit_12,released,B5,a3,authored,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
audit_12,released,B6,a3,authored,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
audit_12,released,B8,a3,authored,no_provenance,unknown,"[0, 0]",n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inc_01,inconsistent,B1,a1,gold_compiled,native_exact,False,False,correct,-,2,unbounded,unknown,2,0.17,
inc_01,inconsistent,B2,a1,gold_compiled,native_exact,[],[],correct,unknown,2,unbounded,2,2,0.13,
inc_01,inconsistent,B3,a1,gold_compiled,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
inc_01,inconsistent,B4,a1,gold_compiled,native_exact,False,False,correct,unknown,128,unbounded,unknown,2,0.38,
inc_01,inconsistent,B5,a1,gold_compiled,native_exact,"[0, 1]","[0, 1]",correct,unknown,3,unbounded,2,2,0.28,
inc_01,inconsistent,B6,a1,gold_compiled,native_exact,[0],[0],correct,unknown,2,depth<=2,2,2,0.45,
inc_01,inconsistent,B8,a1,gold_compiled,native_exact,"[1, 0]","[1, 0]",correct,unknown,2,unbounded,2,2,0.11,
inc_01,inconsistent,B1,a2c,coordinator,adapter_exact,False,False,correct,-,2,unbounded,unknown,2,0.17,
inc_01,inconsistent,B2,a2c,coordinator,adapter_exact,[],[],correct,unknown,2,unbounded,2,2,0.13,
inc_01,inconsistent,B3,a2c,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
inc_01,inconsistent,B4,a2c,coordinator,adapter_exact,False,False,correct,unknown,128,unbounded,unknown,2,0.37,
inc_01,inconsistent,B5,a2c,coordinator,adapter_exact,"[0, 1]","[0, 1]",correct,unknown,3,unbounded,2,2,0.28,
inc_01,inconsistent,B6,a2c,coordinator,adapter_exact,[0],[0],correct,unknown,2,depth<=2,2,2,0.44,
inc_01,inconsistent,B8,a2c,coordinator,adapter_exact,"[1, 0]","[1, 0]",correct,unknown,2,unbounded,2,2,0.11,
inc_01,inconsistent,B1,a3,coordinator,bounded_only,unknown,False,inconclusive,-,55987,len<=6,unknown,2,80.15,
inc_01,inconsistent,B2,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inc_01,inconsistent,B3,a3,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
inc_01,inconsistent,B4,a3,coordinator,bounded_only,unknown,False,inconclusive,unknown,488281,moves<=8,unknown,2,1921.88,
inc_01,inconsistent,B5,a3,coordinator,no_provenance,unknown,"[0, 1]",n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inc_01,inconsistent,B6,a3,coordinator,no_provenance,unknown,[0],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inc_01,inconsistent,B8,a3,coordinator,no_provenance,unknown,"[1, 0]",n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inc_02,inconsistent,B1,a1,gold_compiled,native_exact,False,False,correct,-,5,unbounded,unknown,2,2.07,
inc_02,inconsistent,B2,a1,gold_compiled,native_exact,[],[],correct,unknown,2,unbounded,2,2,4.81,
inc_02,inconsistent,B3,a1,gold_compiled,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
inc_02,inconsistent,B4,a1,gold_compiled,native_exact,False,False,correct,unknown,320,unbounded,unknown,2,2.29,
inc_02,inconsistent,B5,a1,gold_compiled,native_exact,"[0, 1]","[0, 1]",correct,unknown,3,unbounded,2,2,3.78,
inc_02,inconsistent,B6,a1,gold_compiled,native_exact,[0],[0],correct,unknown,2,depth<=2,2,2,2.34,
inc_02,inconsistent,B8,a1,gold_compiled,native_exact,"[2, 0]","[2, 0]",correct,unknown,2,unbounded,2,2,1.56,
inc_02,inconsistent,B1,a2c,coordinator,adapter_exact,False,False,correct,-,5,unbounded,unknown,2,2.07,
inc_02,inconsistent,B2,a2c,coordinator,adapter_exact,[],[],correct,unknown,2,unbounded,2,2,4.73,
inc_02,inconsistent,B3,a2c,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
inc_02,inconsistent,B4,a2c,coordinator,adapter_exact,False,False,correct,unknown,320,unbounded,unknown,2,2.27,
inc_02,inconsistent,B5,a2c,coordinator,adapter_exact,"[0, 1]","[0, 1]",correct,unknown,3,unbounded,2,2,3.7,
inc_02,inconsistent,B6,a2c,coordinator,adapter_exact,[0],[0],correct,unknown,2,depth<=2,2,2,2.35,
inc_02,inconsistent,B8,a2c,coordinator,adapter_exact,"[2, 0]","[2, 0]",correct,unknown,2,unbounded,2,2,1.59,
inc_02,inconsistent,B1,a3,coordinator,bounded_only,unknown,False,inconclusive,-,55987,len<=6,unknown,2,83.31,
inc_02,inconsistent,B2,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inc_02,inconsistent,B3,a3,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
inc_02,inconsistent,B4,a3,coordinator,bounded_only,unknown,False,inconclusive,unknown,488281,moves<=8,unknown,2,1880.95,
inc_02,inconsistent,B5,a3,coordinator,no_provenance,unknown,"[0, 1]",n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inc_02,inconsistent,B6,a3,coordinator,no_provenance,unknown,[0],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inc_02,inconsistent,B8,a3,coordinator,no_provenance,unknown,"[2, 0]",n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inc_03,inconsistent,B1,a1,gold_compiled,native_exact,False,False,correct,-,3,unbounded,unknown,3,0.75,
inc_03,inconsistent,B2,a1,gold_compiled,native_exact,[],[],correct,unknown,3,unbounded,3,3,3.3,
inc_03,inconsistent,B3,a1,gold_compiled,native_exact,"[[""r2:A"", ""vacuous""]]","[[""r2:A"", ""vacuous""]]",correct,unknown,1,unbounded,unknown,3,0.77,
inc_03,inconsistent,B4,a1,gold_compiled,native_exact,False,False,correct,unknown,192,unbounded,unknown,3,0.9,
inc_03,inconsistent,B5,a1,gold_compiled,native_exact,"[0, 1, 2]","[0, 1, 2]",correct,unknown,4,unbounded,3,3,2.6,
inc_03,inconsistent,B6,a1,gold_compiled,native_exact,[0],[0],correct,unknown,2,depth<=2,3,3,1.61,
inc_03,inconsistent,B8,a1,gold_compiled,native_exact,"[1, 0, 0]","[1, 0, 0]",correct,unknown,3,unbounded,3,3,0.66,
inc_03,inconsistent,B1,a2c,coordinator,adapter_exact,False,False,correct,-,3,unbounded,unknown,3,0.81,
inc_03,inconsistent,B2,a2c,coordinator,adapter_exact,[],[],correct,unknown,3,unbounded,3,3,3.23,
inc_03,inconsistent,B3,a2c,coordinator,adapter_exact,"[[""r2:A"", ""vacuous""]]","[[""r2:A"", ""vacuous""]]",correct,unknown,1,unbounded,unknown,3,0.77,
inc_03,inconsistent,B4,a2c,coordinator,adapter_exact,False,False,correct,unknown,192,unbounded,unknown,3,0.91,
inc_03,inconsistent,B5,a2c,coordinator,adapter_exact,"[0, 1, 2]","[0, 1, 2]",correct,unknown,4,unbounded,3,3,2.6,
inc_03,inconsistent,B6,a2c,coordinator,adapter_exact,[0],[0],correct,unknown,2,depth<=2,3,3,1.68,
inc_03,inconsistent,B8,a2c,coordinator,adapter_exact,"[1, 0, 0]","[1, 0, 0]",correct,unknown,3,unbounded,3,3,0.66,
inc_03,inconsistent,B1,a3,coordinator,bounded_only,unknown,False,inconclusive,-,55987,len<=6,unknown,3,73.68,
inc_03,inconsistent,B2,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,3,0.0,artifact exposes no requirement units
inc_03,inconsistent,B3,a3,coordinator,bounded_only,"[[""r2:A"", ""unknown""]]","[[""r2:A"", ""vacuous""]]",inconclusive,unknown,55987,len<=6,unknown,3,73.81,
inc_03,inconsistent,B4,a3,coordinator,bounded_only,unknown,False,inconclusive,unknown,488281,moves<=8,unknown,3,1892.59,
inc_03,inconsistent,B5,a3,coordinator,no_provenance,unknown,"[0, 1, 2]",n/a,unknown,0,,unknown,3,0.0,artifact exposes no requirement units
inc_03,inconsistent,B6,a3,coordinator,no_provenance,unknown,[0],n/a,unknown,0,,unknown,3,0.0,artifact exposes no requirement units
inc_03,inconsistent,B8,a3,coordinator,no_provenance,unknown,"[1, 0, 0]",n/a,unknown,0,,unknown,3,0.0,artifact exposes no requirement units
inc_04,inconsistent,B1,a1,gold_compiled,native_exact,False,False,correct,-,2,unbounded,unknown,2,0.2,
inc_04,inconsistent,B2,a1,gold_compiled,native_exact,[],[],correct,unknown,2,unbounded,2,2,0.46,
inc_04,inconsistent,B3,a1,gold_compiled,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
inc_04,inconsistent,B4,a1,gold_compiled,native_exact,False,False,correct,unknown,128,unbounded,unknown,2,0.35,
inc_04,inconsistent,B5,a1,gold_compiled,native_exact,"[0, 1]","[0, 1]",correct,unknown,3,unbounded,2,2,0.36,
inc_04,inconsistent,B6,a1,gold_compiled,native_exact,[1],[1],correct,unknown,3,depth<=2,2,2,0.67,
inc_04,inconsistent,B8,a1,gold_compiled,native_exact,"[0, 1]","[0, 1]",correct,unknown,2,unbounded,2,2,0.16,
inc_04,inconsistent,B1,a2c,coordinator,adapter_exact,False,False,correct,-,2,unbounded,unknown,2,0.2,
inc_04,inconsistent,B2,a2c,coordinator,adapter_exact,[],[],correct,unknown,2,unbounded,2,2,0.46,
inc_04,inconsistent,B3,a2c,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
inc_04,inconsistent,B4,a2c,coordinator,adapter_exact,False,False,correct,unknown,128,unbounded,unknown,2,0.35,
inc_04,inconsistent,B5,a2c,coordinator,adapter_exact,"[0, 1]","[0, 1]",correct,unknown,3,unbounded,2,2,0.39,
inc_04,inconsistent,B6,a2c,coordinator,adapter_exact,[1],[1],correct,unknown,3,depth<=2,2,2,0.7,
inc_04,inconsistent,B8,a2c,coordinator,adapter_exact,"[0, 1]","[0, 1]",correct,unknown,2,unbounded,2,2,0.16,
inc_04,inconsistent,B1,a3,coordinator,bounded_only,unknown,False,inconclusive,-,55987,len<=6,unknown,2,84.67,
inc_04,inconsistent,B2,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inc_04,inconsistent,B3,a3,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
inc_04,inconsistent,B4,a3,coordinator,bounded_only,unknown,False,inconclusive,unknown,488281,moves<=8,unknown,2,1847.53,
inc_04,inconsistent,B5,a3,coordinator,no_provenance,unknown,"[0, 1]",n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inc_04,inconsistent,B6,a3,coordinator,no_provenance,unknown,[1],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inc_04,inconsistent,B8,a3,coordinator,no_provenance,unknown,"[0, 1]",n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inf_01,infeasible,B1,a1,gold_compiled,native_exact,True,True,correct,[C],3,unbounded,unknown,2,0.21,
inf_01,infeasible,B2,a1,gold_compiled,native_exact,[],[],correct,unknown,2,unbounded,2,2,0.39,
inf_01,infeasible,B3,a1,gold_compiled,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
inf_01,infeasible,B4,a1,gold_compiled,native_exact,False,False,correct,unknown,192,unbounded,unknown,2,0.38,
inf_01,infeasible,B5,a1,gold_compiled,native_exact,[],[],correct,unknown,0,,2,2,0.21,consistent; no conflict
inf_01,infeasible,B6,a1,gold_compiled,native_exact,[0],[0],correct,unknown,2,depth<=2,2,2,0.43,
inf_01,infeasible,B8,a1,gold_compiled,native_exact,"[1, 0]","[1, 0]",correct,unknown,2,unbounded,2,2,0.11,
inf_01,infeasible,B1,a2c,coordinator,adapter_exact,True,True,correct,[C],3,unbounded,unknown,2,0.21,
inf_01,infeasible,B2,a2c,coordinator,adapter_exact,[],[],correct,unknown,2,unbounded,2,2,0.39,
inf_01,infeasible,B3,a2c,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
inf_01,infeasible,B4,a2c,coordinator,adapter_exact,False,False,correct,unknown,192,unbounded,unknown,2,0.37,
inf_01,infeasible,B5,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,2,2,0.21,consistent; no conflict
inf_01,infeasible,B6,a2c,coordinator,adapter_exact,[0],[0],correct,unknown,2,depth<=2,2,2,0.43,
inf_01,infeasible,B8,a2c,coordinator,adapter_exact,"[1, 0]","[1, 0]",correct,unknown,2,unbounded,2,2,0.11,
inf_01,infeasible,B1,a3,coordinator,bounded_only,True,True,correct,[C],5,len<=6,unknown,2,0.01,
inf_01,infeasible,B2,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inf_01,infeasible,B3,a3,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
inf_01,infeasible,B4,a3,coordinator,bounded_only,unknown,False,inconclusive,unknown,488281,moves<=8,unknown,2,1866.55,
inf_01,infeasible,B5,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inf_01,infeasible,B6,a3,coordinator,no_provenance,unknown,[0],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inf_01,infeasible,B8,a3,coordinator,no_provenance,unknown,"[1, 0]",n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inf_02,infeasible,B1,a1,gold_compiled,native_exact,True,True,correct,"[B, C]",6,unbounded,unknown,2,2.39,
inf_02,infeasible,B2,a1,gold_compiled,native_exact,[],[],correct,unknown,2,unbounded,2,2,6.08,
inf_02,infeasible,B3,a1,gold_compiled,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
inf_02,infeasible,B4,a1,gold_compiled,native_exact,False,False,correct,unknown,384,unbounded,unknown,2,2.5,
inf_02,infeasible,B5,a1,gold_compiled,native_exact,[],[],correct,unknown,0,,2,2,2.15,consistent; no conflict
inf_02,infeasible,B6,a1,gold_compiled,native_exact,[0],[0],correct,unknown,2,depth<=2,2,2,2.36,
inf_02,infeasible,B8,a1,gold_compiled,native_exact,"[2, 0]","[2, 0]",correct,unknown,2,unbounded,2,2,1.69,
inf_02,infeasible,B1,a2c,coordinator,adapter_exact,True,True,correct,"[B, C]",6,unbounded,unknown,2,2.1,
inf_02,infeasible,B2,a2c,coordinator,adapter_exact,[],[],correct,unknown,2,unbounded,2,2,6.01,
inf_02,infeasible,B3,a2c,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
inf_02,infeasible,B4,a2c,coordinator,adapter_exact,False,False,correct,unknown,384,unbounded,unknown,2,2.37,
inf_02,infeasible,B5,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,2,2,2.13,consistent; no conflict
inf_02,infeasible,B6,a2c,coordinator,adapter_exact,[0],[0],correct,unknown,2,depth<=2,2,2,2.33,
inf_02,infeasible,B8,a2c,coordinator,adapter_exact,"[2, 0]","[2, 0]",correct,unknown,2,unbounded,2,2,1.56,
inf_02,infeasible,B1,a3,coordinator,bounded_only,True,True,correct,"[B, C]",23,len<=6,unknown,2,0.04,
inf_02,infeasible,B2,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inf_02,infeasible,B3,a3,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
inf_02,infeasible,B4,a3,coordinator,bounded_only,unknown,False,inconclusive,unknown,488281,moves<=8,unknown,2,1850.38,
inf_02,infeasible,B5,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inf_02,infeasible,B6,a3,coordinator,no_provenance,unknown,[0],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inf_02,infeasible,B8,a3,coordinator,no_provenance,unknown,"[2, 0]",n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inf_03,infeasible,B1,a1,gold_compiled,native_exact,True,True,correct,"[A, C]",10,unbounded,unknown,2,9.44,
inf_03,infeasible,B2,a1,gold_compiled,native_exact,[],[],correct,unknown,2,unbounded,2,2,14.28,
inf_03,infeasible,B3,a1,gold_compiled,native_exact,"[[""r2:A"", ""fires""]]","[[""r2:A"", ""fires""]]",correct,unknown,1,unbounded,unknown,2,9.31,
inf_03,infeasible,B4,a1,gold_compiled,native_exact,False,False,correct,unknown,640,unbounded,unknown,2,9.59,
inf_03,infeasible,B5,a1,gold_compiled,native_exact,[],[],correct,unknown,0,,2,2,9.25,consistent; no conflict
inf_03,infeasible,B6,a1,gold_compiled,native_exact,[0],[0],correct,unknown,2,depth<=2,2,2,18.08,
inf_03,infeasible,B8,a1,gold_compiled,native_exact,"[1, 0]","[1, 0]",correct,unknown,2,unbounded,2,2,8.52,
inf_03,infeasible,B1,a2c,coordinator,adapter_exact,True,True,correct,"[A, C]",10,unbounded,unknown,2,9.28,
inf_03,infeasible,B2,a2c,coordinator,adapter_exact,[],[],correct,unknown,2,unbounded,2,2,14.33,
inf_03,infeasible,B3,a2c,coordinator,adapter_exact,"[[""r2:A"", ""fires""]]","[[""r2:A"", ""fires""]]",correct,unknown,1,unbounded,unknown,2,9.29,
inf_03,infeasible,B4,a2c,coordinator,adapter_exact,False,False,correct,unknown,640,unbounded,unknown,2,9.53,
inf_03,infeasible,B5,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,2,2,9.8,consistent; no conflict
inf_03,infeasible,B6,a2c,coordinator,adapter_exact,[0],[0],correct,unknown,2,depth<=2,2,2,18.3,
inf_03,infeasible,B8,a2c,coordinator,adapter_exact,"[1, 0]","[1, 0]",correct,unknown,2,unbounded,2,2,8.7,
inf_03,infeasible,B1,a3,coordinator,bounded_only,True,True,correct,"[A, C]",17,len<=6,unknown,2,0.03,
inf_03,infeasible,B2,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inf_03,infeasible,B3,a3,coordinator,bounded_only,"[[""r2:A"", ""fires""]]","[[""r2:A"", ""fires""]]",correct,unknown,17,len<=6,unknown,2,0.02,
inf_03,infeasible,B4,a3,coordinator,bounded_only,unknown,False,inconclusive,unknown,488281,moves<=8,unknown,2,1923.21,
inf_03,infeasible,B5,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inf_03,infeasible,B6,a3,coordinator,no_provenance,unknown,[0],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inf_03,infeasible,B8,a3,coordinator,no_provenance,unknown,"[1, 0]",n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
inf_04,infeasible,B1,a1,gold_compiled,native_exact,True,True,correct,[C],3,unbounded,unknown,1,0.11,
inf_04,infeasible,B2,a1,gold_compiled,native_exact,[],[],correct,unknown,0,unbounded,1,1,0.0,
inf_04,infeasible,B3,a1,gold_compiled,not_applicable,[],[],n/a,unknown,0,,unknown,1,0.0,task has no triggered rule
inf_04,infeasible,B4,a1,gold_compiled,native_exact,False,False,correct,unknown,192,unbounded,unknown,1,0.26,
inf_04,infeasible,B5,a1,gold_compiled,native_exact,[],[],correct,unknown,0,,1,1,0.1,consistent; no conflict
inf_04,infeasible,B6,a1,gold_compiled,native_exact,unknown,unknown,correct,unknown,1,depth<=2,1,1,0.26,no repair within depth
inf_04,infeasible,B8,a1,gold_compiled,native_exact,[1],[1],correct,unknown,1,unbounded,1,1,0.1,
inf_04,infeasible,B1,a2c,coordinator,adapter_exact,True,True,correct,[C],3,unbounded,unknown,1,0.1,
inf_04,infeasible,B2,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,unbounded,1,1,0.0,
inf_04,infeasible,B3,a2c,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,1,0.0,task has no triggered rule
inf_04,infeasible,B4,a2c,coordinator,adapter_exact,False,False,correct,unknown,192,unbounded,unknown,1,0.26,
inf_04,infeasible,B5,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,1,1,0.1,consistent; no conflict
inf_04,infeasible,B6,a2c,coordinator,adapter_exact,unknown,unknown,correct,unknown,1,depth<=2,1,1,0.26,no repair within depth
inf_04,infeasible,B8,a2c,coordinator,adapter_exact,[1],[1],correct,unknown,1,unbounded,1,1,0.1,
inf_04,infeasible,B1,a3,coordinator,bounded_only,True,True,correct,[C],5,len<=6,unknown,1,0.01,
inf_04,infeasible,B2,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,1,0.0,artifact exposes no requirement units
inf_04,infeasible,B3,a3,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,1,0.0,task has no triggered rule
inf_04,infeasible,B4,a3,coordinator,bounded_only,unknown,False,inconclusive,unknown,488281,moves<=8,unknown,1,1854.11,
inf_04,infeasible,B5,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,1,0.0,artifact exposes no requirement units
inf_04,infeasible,B6,a3,coordinator,no_provenance,unknown,unknown,n/a,unknown,0,,unknown,1,0.0,artifact exposes no requirement units
inf_04,infeasible,B8,a3,coordinator,no_provenance,unknown,[1],n/a,unknown,0,,unknown,1,0.0,artifact exposes no requirement units
red_01,redundant,B1,a1,gold_compiled,native_exact,True,True,correct,"[A, B, C]",11,unbounded,unknown,2,12.56,
red_01,redundant,B2,a1,gold_compiled,native_exact,[1],[1],correct,unknown,2,unbounded,2,2,23.11,
red_01,redundant,B3,a1,gold_compiled,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
red_01,redundant,B4,a1,gold_compiled,native_exact,True,True,correct,12,704,unbounded,unknown,2,12.78,
red_01,redundant,B5,a1,gold_compiled,native_exact,[],[],correct,unknown,0,,2,2,12.33,consistent; no conflict
red_01,redundant,B6,a1,gold_compiled,native_exact,[],[],correct,unknown,0,,2,2,12.66,already feasible
red_01,redundant,B8,a1,gold_compiled,native_exact,"[3, 2]","[3, 2]",correct,unknown,2,unbounded,2,2,11.52,
red_01,redundant,B1,a2c,coordinator,adapter_exact,True,True,correct,"[A, B, C]",11,unbounded,unknown,2,12.36,
red_01,redundant,B2,a2c,coordinator,adapter_exact,[1],[1],correct,unknown,2,unbounded,2,2,22.61,
red_01,redundant,B3,a2c,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
red_01,redundant,B4,a2c,coordinator,adapter_exact,True,True,correct,12,704,unbounded,unknown,2,12.48,
red_01,redundant,B5,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,2,2,12.21,consistent; no conflict
red_01,redundant,B6,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,2,2,12.62,already feasible
red_01,redundant,B8,a2c,coordinator,adapter_exact,"[3, 2]","[3, 2]",correct,unknown,2,unbounded,2,2,11.45,
red_01,redundant,B1,a3,coordinator,bounded_only,True,True,correct,"[A, B, C]",95,len<=6,unknown,2,0.11,
red_01,redundant,B2,a3,coordinator,no_provenance,unknown,[1],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
red_01,redundant,B3,a3,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
red_01,redundant,B4,a3,coordinator,bounded_only,unknown,True,inconclusive,unknown,488281,moves<=8,unknown,2,1887.81,
red_01,redundant,B5,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
red_01,redundant,B6,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
red_01,redundant,B8,a3,coordinator,no_provenance,unknown,"[3, 2]",n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
red_02,redundant,B1,a1,gold_compiled,native_exact,True,True,correct,"[A, B]",5,unbounded,unknown,2,1.65,
red_02,redundant,B2,a1,gold_compiled,native_exact,[1],[1],correct,unknown,2,unbounded,2,2,2.8,
red_02,redundant,B3,a1,gold_compiled,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
red_02,redundant,B4,a1,gold_compiled,native_exact,True,True,correct,6,320,unbounded,unknown,2,1.7,
red_02,redundant,B5,a1,gold_compiled,native_exact,[],[],correct,unknown,0,,2,2,1.68,consistent; no conflict
red_02,redundant,B6,a1,gold_compiled,native_exact,[],[],correct,unknown,0,,2,2,1.71,already feasible
red_02,redundant,B8,a1,gold_compiled,native_exact,"[2, 1]","[2, 1]",correct,unknown,2,unbounded,2,2,1.56,
red_02,redundant,B1,a2c,coordinator,adapter_exact,True,True,correct,"[A, B]",5,unbounded,unknown,2,1.73,
red_02,redundant,B2,a2c,coordinator,adapter_exact,[1],[1],correct,unknown,2,unbounded,2,2,2.72,
red_02,redundant,B3,a2c,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
red_02,redundant,B4,a2c,coordinator,adapter_exact,True,True,correct,6,320,unbounded,unknown,2,1.73,
red_02,redundant,B5,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,2,2,1.68,consistent; no conflict
red_02,redundant,B6,a2c,coordinator,adapter_exact,[],[],correct,unknown,0,,2,2,1.79,already feasible
red_02,redundant,B8,a2c,coordinator,adapter_exact,"[2, 1]","[2, 1]",correct,unknown,2,unbounded,2,2,1.6,
red_02,redundant,B1,a3,coordinator,bounded_only,True,True,correct,"[A, B]",16,len<=6,unknown,2,0.03,
red_02,redundant,B2,a3,coordinator,no_provenance,unknown,[1],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
red_02,redundant,B3,a3,coordinator,not_applicable,[],[],n/a,unknown,0,,unknown,2,0.0,task has no triggered rule
red_02,redundant,B4,a3,coordinator,bounded_only,True,True,correct,6,9325,moves<=8,unknown,2,27.74,
red_02,redundant,B5,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
red_02,redundant,B6,a3,coordinator,no_provenance,unknown,[],n/a,unknown,0,,unknown,2,0.0,artifact exposes no requirement units
